artist_names,track_name,genre,track_length_sec,release_country
TREASURE,YELLOW,K-Pop,191.802,USA
LE SSERAFIM,HOT,K-Pop,143.798,USA
Playboi Carti,EVIL J0RDAN,Dance,109.166,USA
Playboi Carti,POP OUT,Hip-Hop/Rap,148.053,USA
"Playboi Carti, Travis Scott",CRUSH (with Travis Scott),Hip-Hop/Rap,243.837,USA
"Playboi Carti, The Weeknd",RATHER LIE (with The Weeknd),R&B/Soul,256.0,USA
LE SSERAFIM,Come Over,K-Pop,137.178,USA
Playboi Carti,K POP,Hip-Hop/Rap,191.703,USA
Playboi Carti,MOJO JOJO,,,
LE SSERAFIM,Ash,K-Pop,197.853,USA
"Playboi Carti, Travis Scott",PHILLY (with Travis Scott),Hip-Hop/Rap,228.267,USA
"Playboi Carti, Kendrick Lamar, Jhené Aiko",BACKD00R (feat. Kendrick Lamar & Jhené Aiko),,,
LE SSERAFIM,So Cynical (Badum),K-Pop,155.489,USA
Playboi Carti,RADAR,,,
Playboi Carti,FINE SHIT,Hip-Hop/Rap,228.267,USA
LE SSERAFIM,Born Fire,K-Pop,136.327,USA
BOYNEXTDOOR,Never Loved This Way Before,Soundtrack,265.16,USA
"Playboi Carti, Skepta",TOXIC (with Skepta),Hip-Hop/Rap,191.703,USA
Playboi Carti,I SEEEEEE YOU BABY BOI,,,
"Playboi Carti, Kendrick Lamar",GOOD CREDIT (with Kendrick Lamar),Hip-Hop/Rap,211.421,USA
Playboi Carti,MUNYUN,,,
Playboi Carti,CRANK,R&B/Soul,256.0,USA
"Playboi Carti, Future, Travis Scott",CHARGE DEM HOES A FEE (with Future & Travis Scott),,,
Chappell Roan,The Giver,Country,202.768,USA
"Playboi Carti, Travis Scott",WAKE UP F1LTHY (with Travis Scott),Hip-Hop/Rap,148.053,USA
"Playboi Carti, Future",TRIM (with Future),Hip-Hop/Rap,228.267,USA
Playboi Carti,COCAINE NOSE,Hip-Hop/Rap,202.162,USA
"Playboi Carti, Young Thug, Ty Dolla $ign",WE NEED ALL DA VIBES (with Young Thug & Ty Dolla $ign),Hip-Hop/Rap,136.267,USA
"Playboi Carti, Lil Uzi Vert",JUMPIN (with Lil Uzi Vert),Hip-Hop/Rap,171.828,USA
Playboi Carti,HBA,Hip-Hop/Rap,191.703,USA
"Playboi Carti, Lil Uzi Vert",TWIN TRIM (with Lil Uzi Vert),Hip-Hop/Rap,207.039,USA
Playboi Carti,OLYMPIAN,,,
Playboi Carti,LIKE WEEZY,Hip-Hop/Rap,191.703,USA
Playboi Carti,OPM BABI,,,
"Sam Smith, Kim Petras",Unholy (feat. Kim Petras),Pop,156.943,USA
"Sam Smith, Kim Petras",Unholy (feat. Kim Petras) - Orchestral Version,Pop,156.943,USA
NMIXX,KNOW ABOUT ME,K-Pop,165.773,USA
NMIXX,Slingshot (＜★),K-Pop,142.613,USA
NMIXX,Papillon,K-Pop,158.04,USA
NMIXX,Golden Recipe,K-Pop,181.787,USA
"Sik-K, Lil Moshpit, Bryan Chase, Okasian","LOV3 (Feat. Bryan Chase, Okasian)",,,
NMIXX,Ocean,K-Pop,170.08,USA
OVAN,Flower,Hip-Hop/Rap,169.773,USA
"MARK, HAECHAN",+82 Pressin',K-Pop,202.4,USA
STAYC,BEBE - Japanese ver.,K-Pop,179.392,USA
Lil Tecca,Dark Thoughts,Hip-Hop/Rap,136.991,USA
MINNIE,HER,K-Pop,159.797,USA
"Car, the garden",Home Sweet Home,Rock,205.939,USA
j-hope,MONA LISA,K-Pop,137.192,USA
"Jack Harlow, Doja Cat",Just Us (feat. Doja Cat),Hip-Hop/Rap,172.877,USA
ILLIT,Almond Chocolate (Korean Ver.),K-Pop,201.76,USA
Song Sohee,Not a Dream,K-Pop,252.0,USA
BOL4,Bom,Folk,217.045,USA
LUCY,Flowering,Rock,251.293,USA
"Loco, YUJU",Spring Is Gone by chance,Soundtrack,201.0,USA
Martin Smith,Paint On Spring - Remastering,Singer/Songwriter,232.228,USA
Playboi Carti,2024,Hip-Hop/Rap,148.053,USA
Playboi Carti,FOMDJ,Hip-Hop/Rap,149.078,USA
"Playboi Carti, Travis Scott",BACKR00MS (with Travis Scott),Hip-Hop/Rap,175.721,USA
LUCY,Wakey Wakey,Rock,160.109,USA
Ariana Grande,twilight zone,Pop,198.32,USA
Stray Kids,CINEMA (리노 & 승민) CINEMA (Lee Know & Seungmin),K-Pop,221.347,USA
Ai Higuchi,Akuma no Ko,J-Pop,227.673,USA
BEOMGYU,Panic,K-Pop,188.013,USA
Hebi,EVER,K-Pop,201.307,USA
"Kodak Black, NLE Choppa, Jimin, JVKE, Muni Long, Fast & Furious: The Fast Saga","Angel Pt. 1 (feat. Jimin of BTS, JVKE & Muni Long)",Hip-Hop/Rap,175.802,USA
HANRORO,Let Me Love My Youth,Rock,248.408,USA
izna,SIGN,K-Pop,166.613,USA
Busker Busker,Cherry Blossom Ending,K-Pop,260.518,USA
Drake,NOKIA,R&B/Soul,241.023,USA
C JAMM,LAYERED,Hip-Hop/Rap,187.052,USA
Ed Sheeran,Azizam,Pop,162.029,USA
Kenshi Yonezu,感電,J-Pop,264.545,USA
HYUN SEO,DayDream,R&B/Soul,181.067,USA
BOL4,Galaxy,Singer/Songwriter,213.853,USA
고추잠자리,작은 봄,Pop,222.04,USA
AKMU,200%,K-Pop,193.321,USA
10CM,What The Spring??,Folk,205.752,USA
AKMU,Give Love,K-Pop,176.532,USA
The Black Skirts,1:05,Indie Rock,240.0,USA
MARK,1999,K-Pop,205.027,USA
"D-Hack, PATEKO",OHAYO MY NIGHT,K-Pop,238.737,USA
MAKTUB,The Eternal Moment,R&B/Soul,244.173,USA
"The Chainsmokers, Coldplay",Something Just Like This,Dance,247.165,USA
"Travis Scott, Playboi Carti",FE!N (feat. Playboi Carti),Hip-Hop/Rap,191.703,USA
KANGDANIEL,Mess,Rock,153.747,USA
데이먼스 이어 Damons year,josee!,R&B/Soul,123.913,USA
Yerin Baek,Antifreeze,Singer/Songwriter,245.84,USA
Lana Del Rey,"Henry, come on",Alternative,311.269,USA
BOL4,Some,K-Pop,181.373,USA
NCT WISH,poppop,K-Pop,182.133,USA
NCT WISH,Melt Inside My Pocket,K-Pop,191.067,USA
Lim Young Woong,Heavenly Ever After,K-Pop,295.413,USA
NCT WISH,1000,K-Pop,171.2,USA
NCT WISH,Silly Dance,K-Pop,182.187,USA
NCT WISH,Design,K-Pop,179.053,USA
NCT WISH,Still 3PM,K-Pop,165.133,USA
Coldplay,Yellow,Alternative,269.208,USA
SPYAIR,サムライハート(Some Like It Hot!!),Rock,227.935,USA
Coldplay,The Scientist,Alternative,308.93,USA
Coldplay,Paradise,Alternative,277.61,USA
"Coldplay, BTS",My Universe,Pop,226.198,USA
Coldplay,Adventure of a Lifetime,Alternative,263.787,USA
Coldplay,A Sky Full of Stars,Alternative,268.466,USA
Coldplay,Hymn for the Weekend,Alternative,258.827,USA
Coldplay,Fix You,Alternative,294.992,USA
Coldplay,Higher Power,Alternative,211.295,USA
Coldplay,Clocks,Alternative,306.906,USA
Coldplay,Sparks,Alternative,227.094,USA
Kim Seungmin,Hope You're Doing Well,R&B/Soul,184.566,USA
TWS,Countdown!,K-Pop,150.027,USA
Shawn Mendes,There's Nothing Holdin' Me Back,Pop,199.432,USA
Lauv,Paris in the Rain,Pop,204.712,USA
Hebi,Onward,K-Pop,208.027,USA
"G-DRAGON, 황정민, Defconn, Hong Jinkyung, Jung Hyungdon, 조세호, Kian84, ANH SUNG JAE, TAEYANG, Jung Hae In, Hwang Kwang Hee, Yim Siwan, LEE SOO HYUK, DAESUNG, CODE KUNST, CL, KIM GO EUN, DAY6, BSS, aespa",Good Day 2025 (Telepathy + By the Moonlight Window),Pop,242.567,USA
LUCY,Hippo,Rock,216.067,USA
Lorde,What Was That,Pop,209.286,USA
Coldplay,feelslikeimfallinginlove,Alternative,236.231,USA
MEOVV,HANDS UP,K-Pop,192.467,USA
"JANNABI, KARINA",May the TENDERNESS be with you! (feat. KARINA of aespa),K-Pop,205.0,USA
JANNABI,I WILL DIE FOR YOU♥x3,K-Pop,198.0,USA
Lim Young Woong,My Starry Love,K-Pop,230.813,USA
&TEAM,Go in Blind,J-Pop,158.787,USA
JANNABI,I watched the sunset from the rooftop,K-Pop,202.0,USA
JANNABI,"All the Boys and Girls, Pt.1 : Birdman",K-Pop,225.0,USA
"PATEKO, Jayci yucca, Kid Wine",Think About You,Korean Rock,195.375,USA
JANNABI,FLASH,K-Pop,193.0,USA
"Primary, CHOIZA, Zion.T","question mark (Feat. CHOIZA Of Dynamicduo, Zion.T)",,,
"Lee Know, Seungmin, I.N",START!,Rock,219.507,USA
FIFTY FIFTY,Pookie,K-Pop,152.813,USA
"DONDA, Kanye West, Ye",TRUE LOVE,Hip-Hop/Rap,148.571,USA
KATSEYE,Gnarly,Pop,137.581,USA
"Maroon 5, LISA",Priceless (feat. LISA),Pop,163.353,USA
TOMORROW X TOGETHER,Love Language,K-Pop,177.514,USA
"TABLO, RM",Stop The Rain (TABLO X RM),Hip-Hop/Rap,190.356,USA
Ed Sheeran,Old Phone,Pop,221.832,USA
DAY6,Maybe Tomorrow,K-Pop,224.25,USA
Yerin Baek,1-4-3,R&B/Soul,208.293,USA
DAY6,끝났지 game over,K-Pop,169.628,USA
Yerin Baek,Seeking happy in the crowd,R&B/Soul,82.013,USA
"ROSÉ, F1 The Album",Messy (From F1® The Movie),Pop,179.056,USA
Yorushika,火星人,Alternative,234.929,USA
Lim Jae Hyun,I'm a Little Drunk,K-Pop,260.444,USA
ATLXS,PASSO BEM SOLTO - Slowed,Latin,116.072,USA
TOMORROW X TOGETHER,When the Day Comes,Soundtrack,221.267,USA
D.O.,FOREVER,Soundtrack,243.324,USA
tripleS,깨어 (Are You Alive),,,
MEOVV,DROP TOP,K-Pop,195.836,USA
BOYNEXTDOOR,I Feel Good,K-Pop,155.027,USA
BOYNEXTDOOR,123-78,,,
BOYNEXTDOOR,Step By Step,K-Pop,149.333,USA
BOYNEXTDOOR,Is That True?,K-Pop,129.293,USA
BOYNEXTDOOR,Next Mistake,K-Pop,139.133,USA
"Dave, Central Cee",Sprinter,Instrumental,233.064,USA
Benson Boone,Mystical Magical,Pop,165.747,USA
BOYNEXTDOOR,I Feel Good (English Ver.),,,
wave to earth,bad,Alternative,263.25,USA
Jin,Don’t Say You Love Me,K-Pop,180.716,USA
Jin,Nothing Without Your Love,K-Pop,176.126,USA
"Jin, YENA",Loser (feat. YENA),K-Pop,155.638,USA
Jin,With the Clouds,K-Pop,188.898,USA
Jin,Rope It,K-Pop,165.809,USA
Jin,Background,K-Pop,175.666,USA
Jin,"To Me, Today",K-Pop,181.575,USA
Redoor,Forever Has Always Been,Pop/Rock,237.159,USA
RIIZE,Fly Up,Pop,178.176,USA
RIIZE,Bag Bad Back,Pop,192.836,USA
RIIZE,Odyssey,Pop,152.268,USA
RIIZE,Ember to Solar,Pop,200.547,USA
RIIZE,Show Me Love,Pop,189.544,USA
RIIZE,The End of the Day,Pop,222.995,USA
RIIZE,Midnight Mirage,Pop,202.848,USA
RIIZE,Inside My Love,Pop,159.554,USA
RIIZE,Passage,Pop,39.696,USA
RIIZE,Another Life,Pop,227.207,USA
BAEKHYUN,Elevator,R&B/Soul,186.387,USA
BAEKHYUN,Chocolate,R&B/Soul,184.253,USA
BAEKHYUN,Black Dreams,R&B/Soul,140.36,USA
i-dle,Good Thing,K-Pop,154.387,USA
BAEKHYUN,Love Comes Back,R&B/Soul,195.253,USA
Zion.T,No Make Up,R&B/Soul,189.154,USA
ZUTOMAYO,CREAM,Rock,234.0,USA
The Black Skirts,Antifreeze,K-Pop,243.987,USA
Woody,Sadder Than Yesterday,K-Pop,236.24,USA
SHINee,Poet | Artist,,,
"Loco, Punch",Say Yes,K-Pop,218.897,USA
SEVENTEEN,THUNDER,K-Pop,164.04,USA
SEVENTEEN,HBD,K-Pop,155.213,USA
"SEVENTEEN, Pharrell Williams",Bad Influence (Prod. by Pharrell Williams),K-Pop,167.013,USA
Alex Warren,Ordinary,Pop,186.964,USA
SEVENTEEN,99.9% (WONWOO Solo),K-Pop,185.307,USA
SEVENTEEN,Skyfall (THE 8 Solo),K-Pop,180.027,USA
SEVENTEEN,Raindrops (SEUNGKWAN Solo),K-Pop,224.013,USA
IU,Never Ending Story,K-Pop,224.027,USA
IU,Square's dream,K-Pop,201.013,USA
IU,October 4th,K-Pop,232.027,USA
IU,Red Sneakers,K-Pop,206.027,USA
"IU, Wonstein",Last Scene (Feat. Wonstein),K-Pop,243.0,USA
"IU, Balming Tiger",A Beautiful Person (Feat. Balming Tiger),K-Pop,210.0,USA
SEVENTEEN,Fortunate Change (JOSHUA Solo),K-Pop,217.027,USA
SEVENTEEN,Shake It Off (MINGYU Solo),K-Pop,168.027,USA
"Primary, Dynamicduo",Johnny,Hip-Hop,234.216,USA
BOOHWAL,Never Ending Story,K-Pop,253.933,USA
"SEVENTEEN, Timbaland",Damage (HOSHI Solo) (feat. Timbaland),K-Pop,163.213,USA
Charli xcx,party 4 u,Pop,296.653,USA
Lil Tecca,OWA OWA,Hip-Hop/Rap,132.381,USA
LEE MU JIN,Bird On The Edge,Hard Rock,239.44,USA
Dynamicduo,Guilty,Hip-Hop,224.893,USA
"Leellamarz, Hannah",Trip,Hip-Hop,234.084,USA
"MAKTUB, LEE RAON",To You My Light (feat. LEE RAON),K-Pop,265.587,USA
#Annyeong,Dial Your Number,Romance,0.0,USA
Lim Changjung,Soju Hanjan,,,
Harry Styles,As It Was,Pop,167.303,USA
"BUMKEY, Dynamo Duo",Attraction (feat. Dynamo Duo),,,
데이먼스 이어 Damons year,Salty,K-Pop,176.015,USA
"Tate McRae, F1 The Album",Just Keep Watching (From F1® The Movie),Pop,142.551,USA
ENHYPEN,Bad Desire (With or Without You),K-Pop,141.886,USA
ENHYPEN,Outside,K-Pop,121.003,USA
ENHYPEN,Helium,K-Pop,162.793,USA
ENHYPEN,Too Close,K-Pop,146.358,USA
ENHYPEN,Flashover,K-Pop,125.677,USA
Sabrina Carpenter,Manchild,Pop,213.646,USA
AKMU,Last Goodbye,K-Pop,283.8,USA
"Woo, Loco, GRAY",We Are,K-Pop,196.02,USA
Nilo,Pass by,K-Pop,281.182,USA
Yverthug,All Or Nothing,Rock,198.145,USA
Daryl Lee,再遇见你,,,
N.Flying,Everlasting,K-Pop,257.173,USA
COOL,애상,K-Pop,209.66,USA
QWER,Dear,K-Pop,202.027,USA
DOYOUNG,Memory,K-Pop,183.013,USA
KISS OF LIFE,Lips Hips Kiss,K-Pop,189.04,USA
izna,BEEP,K-Pop,164.885,USA
DOYOUNG,Be My Light,K-Pop,206.013,USA
"LILY, JIWOO, KYUJIN",Ridin′ (Prod. THE HUB),,,
LE SSERAFIM,DIFFERENT,K-Pop,141.756,USA
UmYull,We′re no different,Rock,253.013,USA
"GUMMY, SINCE",Flip Flop (Prod. Padi),,,
YUMDDA,My Life,Hip-Hop/Rap,175.027,USA
YUMDDA,The Quiett,Hip-Hop/Rap,174.013,USA
YUMDDA,Irony,,,
YUMDDA,Ugh!,Hip-Hop/Rap,143.0,USA
"j-hope, GloRilla",Killin' It Girl (feat. GloRilla),K-Pop,138.828,USA
j-hope,Killin' It Girl (Solo Version),K-Pop,138.828,USA
ATEEZ,Lemon Drop,K-Pop,179.396,USA
Lil Tecca,Half The Plot,Hip-Hop/Rap,165.938,USA
YUMDDA,D.R.E.A.M,,,
Lil Tecca,The Truth,Hip-Hop/Rap,144.916,USA
Lil Tecca,Favorite Lie,Hip-Hop/Rap,169.163,USA
YUMDDA,Pure Love(純情)2025,,,
YUMDDA,sWing,Hip-Hop,267.599,USA
HxW,ECHO! (Prod. WOOZI),,,
YUMDDA,Y-3,Hip-Hop/Rap,345.62,USA
YUMDDA,At the time,Hip-Hop/Rap,145.347,USA
"Leellamarz, TOIL",Don′t do That,Hip-Hop,135.12,USA
PLAVE,かくれんぼ (Hide and Seek),K-Pop,204.133,USA
PLAVE,RIZZ - Japanese Ver.,K-Pop,164.733,USA
Jin,Don’t Say You Love Me (Disco Remix),K-Pop,180.716,USA
Jehwwn,No Hope For Your Return,R&B/Soul,160.653,USA
PLAVE,Chroma Drift - Japanese Ver.,R&B/Soul,210.827,USA
ILLIT,Billyeoon Goyangi (Do the Dance),K-Pop,188.642,USA
ILLIT,little monster,K-Pop,149.396,USA
BlackNut,0,Hip-Hop/Rap,148.015,USA
Fujii Kaze,きらり,J-Pop,255.002,USA
PLAVE,Our Movie,Korean Hip-Hop,161.32,USA
ILLIT,jellyous,K-Pop,163.244,USA
KANGDANIEL,Episode,Dance,162.027,USA
The Black Skirts,Till The End of Time,Soundtrack,269.0,USA
"MilliMax, DRIP TARKO",Zombie (feat. DRIP TARKO),Alternative,133.627,USA
PLAVE,We don't stop,R&B/Soul,198.548,USA
"Zac Efron, Zendaya",Rewrite The Stars,Soundtrack,217.44,USA
Maroon 5,Sunday Morning,Pop,243.92,USA
Bruno Mars,Versace on the Floor,Pop,261.241,USA
ILLIT,oops!,K-Pop,161.491,USA
Justin Bieber,Boyfriend - Acoustic Version,Pop,187.69,USA
Hearts2Hearts,STYLE,K-Pop,209.671,USA
ILLIT,bamsopoong,K-Pop,139.324,USA
"BIG Naughty, LEE CHANHYUK",MUSIC (Feat. LEE CHANHYUK),K-Pop,159.0,USA
"Jimin, HA SUNG WOON",With you,Soundtrack,201.905,USA
KATSEYE,Gabriela,Pop,197.227,USA
"Epik High, Younha",우산 (feat. 윤하),K-Pop,301.72,USA
Woody,Flower in the Desert - Kor Version,K-Pop,259.133,USA
"Heize, Shin Yong Jae","You, Clouds, Rain",K-Pop,205.312,USA
OHHYUK,A Little Girl,Soundtrack,226.274,USA
"Ye, Kanye West",PREACHER MAN,Hip-Hop/Rap,181.592,USA
KANA-BOON,シルエット,Rock,240.133,USA
"Ye, Kanye West",BEAUTY AND THE BEAST,Hip-Hop/Rap,105.722,USA
"Ye, Kanye West",DAMN,Hip-Hop/Rap,122.553,USA
"HUNTR/X, EJAE, AUDREY NUNA, REI AMI, KPop Demon Hunters Cast",Golden,K-Pop,194.608,USA
ALLDAY PROJECT,FAMOUS,K-Pop,180.354,USA
ALLDAY PROJECT,WICKED,K-Pop,157.191,USA
"Saja Boys, Andrew Choi, Neckwav, Danny Chung, KEVIN WOO, samUIL Lee, KPop Demon Hunters Cast",Soda Pop,K-Pop,150.686,USA
"Saja Boys, Andrew Choi, Neckwav, Danny Chung, KEVIN WOO, samUIL Lee, KPop Demon Hunters Cast",Your Idol,K-Pop,191.538,USA
"HUNTR/X, EJAE, AUDREY NUNA, REI AMI, KPop Demon Hunters Cast",How It’s Done,K-Pop,176.059,USA
MeloMance,"사랑인가 봐 Love, Maybe",K-Pop,185.653,USA
"HUNTR/X, EJAE, AUDREY NUNA, REI AMI, KPop Demon Hunters Cast",Takedown,K-Pop,182.017,USA
"HUNTR/X, EJAE, AUDREY NUNA, REI AMI, KPop Demon Hunters Cast",What It Sounds Like,K-Pop,250.269,USA
"Rumi, Jinu, KPop Demon Hunters Cast, EJAE, Andrew Choi",Free,K-Pop,187.964,USA
TWICE,"TAKEDOWN (JEONGYEON, JIHYO, CHAEYOUNG)",K-Pop,181.192,USA
fromis_9,LIKE YOU BETTER,Dance,185.027,USA
ITZY,Girls Will Be Girls,K-Pop,168.013,USA
TWICE,Strategy,Pop,201.76,USA
fromis_9,REBELUTIONAL,Dance,186.027,USA
aespa,Dirty Work,K-Pop,180.25,USA
"aespa, Flo Milli",Dirty Work (feat. Flo Milli),,,
aespa,Dirty Work - English Version,K-Pop,180.25,USA
"Alex Warren, ROSÉ",On My Mind,Pop,189.557,USA
KATSEYE,Gameboy,Pop,185.598,USA
d4vd,Sleep Well,Alternative,175.875,USA
"Don Toliver, Doja Cat, F1 The Album",Lose My Mind (feat. Doja Cat) [From F1® The Movie],Pop,209.051,USA
AHOF,Rendezvous,K-Pop,220.013,USA
BABYMONSTER,HOT SAUCE,K-Pop,147.808,USA
The Black Skirts,Ling Ling,Korean Rock,230.0,USA
sombr,back to friends,Indie Rock,199.032,USA
H1-KEY,Summer Was You,K-Pop,192.04,USA
"Ed Sheeran, F1 The Album",Drive (From F1® The Movie),Pop,187.397,USA
HANRORO,Can I Be Me?,Rock,188.0,USA
HANRORO,Landing in Love,Rock,165.0,USA
Drake,What Did I Miss?,Hip-Hop/Rap,194.324,USA
JEON SOMI,EXTRA,Korean Hip-Hop,150.733,USA
BLACKPINK,As If It's Your Last,K-Pop,215.25,USA
D.O.,SING ALONG!,Pop,156.04,USA
"Silica Gel, Japanese Breakfast",NamgungFEFERE (feat. Japanese Breakfast),K-Pop,228.545,USA
D.O.,Do you remember?,R&B/Soul,210.307,USA
D.O.,I’ll Be There,Pop,208.065,USA
"HUNTR/X, EJAE, AUDREY NUNA, REI AMI, KPop Demon Hunters Cast",Golden - Acapella,K-Pop,194.608,USA
D.O.,Nobody Knows It,R&B/Soul,306.933,USA
BLACKPINK,JUMP,K-Pop,164.719,USA
ATEEZ,In Your Fantasy,K-Pop,192.698,USA
Justin Bieber,DAISIES,Pop,176.453,USA
Justin Bieber,ALL I CAN TAKE,Pop,247.547,USA
Justin Bieber,GO BABY,Pop,194.76,USA
Justin Bieber,YUKON,Pop,163.867,USA
TWICE,THIS IS FOR,K-Pop,131.098,USA
Justin Bieber,THINGS YOU DO,Pop,108.387,USA
"Justin Bieber, Gunna",WAY IT IS,Pop,195.32,USA
Justin Bieber,BUTTERFLIES,Pop,193.525,USA
Justin Bieber,FIRST PLACE,Pop,200.4,USA
Justin Bieber,WALKING AWAY,Pop,244.013,USA
"Justin Bieber, Cash Cobain, Eddie Benjamin",SWAG,Pop,150.253,USA
"Justin Bieber, Dijon",DEVOTION,Pop,234.4,USA
"Justin Bieber, Sexyy Red",SWEET SPOT,Pop,185.2,USA
BLACKPINK,Kill This Love,K-Pop,191.05,USA
"Justin Bieber, Druski",SOULFUL,Pop,36.667,USA
"Travis Scott, Don Toliver",CHAMPAIN & VACAY,Traditional Folk,229.714,USA
"Travis Scott, Sheck Wes, Don Toliver",2000 EXCURSION,,,
Travis Scott,KICK OUT,Hip-Hop/Rap,190.557,USA
Travis Scott,DUMBO,Hip-Hop/Rap,217.56,USA
"Travis Scott, Playboi Carti, Future",WHERE WAS YOU,Hip-Hop/Rap,252.16,USA
SoFaygo,MM3,,,
NCT DREAM,BTTF,K-Pop,180.0,USA
NCT DREAM,CHILLER,K-Pop,184.027,USA
Beenzino,Aqua Man,,,
BLACKPINK,Pink Venom,K-Pop,186.964,USA
NCT DREAM,I LIKE IT,K-Pop,185.0,USA
"JVKE, TOMORROW X TOGETHER, LE SSERAFIM, TAEHYUN, KIM CHAEWON",butterflies (feat. TAEHYUN & Kim Chaewon of LE SSERAFIM),Pop,164.467,USA
"Epik High, Colde",Rain Song (Feat. Colde),Hip-Hop/Rap,243.785,USA
Tim,사랑합니다...,K-Pop,246.613,USA
V,Rainy Days,K-Pop,179.56,USA
NOWZ,Problem Child,K-Pop,180.027,USA
aespa,Dark Arts,K-Pop,181.759,USA
BTS,Blue & Grey - Live,Alternative,214.357,USA
BTS,Permission to Dance - Live,K-Pop,187.585,USA
"Tyler, The Creator, Pharrell Williams",Big Poe (feat. Sk8brd),Rap,182.401,USA
"Tyler, The Creator",Sugar On My Tongue,Rap,153.333,USA
