artist_names,track_name,genre,track_length_sec,release_country
"Tyler, The Creator",Sucka Free,Rap,161.052,USA
"Tyler, The Creator",Ring Ring Ring,Rap,201.869,USA
"Tyler, The Creator",Mommanem,Rap,75.386,USA
"Tyler, The Creator",Stop Playing With Me,Rap,133.307,USA
"Tyler, The Creator, Madison McFerrin",Don't You Worry Baby (feat. Madison McFerrin),Rap,178.135,USA
"Tyler, The Creator",Don't Tap That Glass / Tweakin',Rap,222.125,USA
"Tyler, The Creator, Yebba",I'll Take Care of You (feat. Yebba),Rap,200.861,USA
TOMORROW X TOGETHER,Beautiful Strangers,K-Pop,138.108,USA
"Tyler, The Creator",Tell Me What It Is,Rap,202.134,USA
TOMORROW X TOGETHER,Ghost Girl,K-Pop,186.601,USA
TOMORROW X TOGETHER,Upside Down Kiss,K-Pop,135.331,USA
ENHYPEN,No Doubt,K-Pop,167.22,USA
TOMORROW X TOGETHER,Sunday Driver,K-Pop,167.236,USA
"Drake, Central Cee",Which One (feat. Central Cee),Hip-Hop/Rap,169.134,USA
LEE CHANHYUK,Endangered Love,Dance,220.203,USA
LEE CHANHYUK,Vivid LaLa Love,Dance,240.081,USA
"HUNTR/X, EJAE, AUDREY NUNA, REI AMI, KPop Demon Hunters Cast, David Guetta",Golden - David Guetta REM/X,K-Pop,194.608,USA
"ILLIT, Sophie Powers",jellyous (Feat. Sophie Powers),K-Pop,163.241,USA
"Metro Boomin, J Money, DJ Spinz",I Want It All,Hip-Hop/Rap,167.267,USA
Chappell Roan,The Subway,Pop,252.276,USA
YENA,Being a Good Girl Hurts,K-Pop,167.013,USA
HANRORO,Welcome!,Rock,190.0,USA
HANRORO,The Suspect,Rock,201.0,USA
HANRORO,"Goodbye, My Summer",Rock,236.0,USA
HANRORO,0+0,Rock,192.0,USA
HANRORO,Light or Rain,Rock,215.0,USA
KiiiKiii,DANCING ALONE,K-Pop,198.877,USA
SHAUN,Way Back Home,Electronic,214.137,USA
keshi,WANTCHU,Pop,199.896,USA
Yorushika,修羅,Alternative,236.084,USA
Ed Sheeran,A Little More,Pop,192.499,USA
"KC, Sik-K",she’s so outta control,Hip-Hop/Rap,198.0,USA
Turtles,비행기,K-Pop,212.96,USA
"Park Da Hye, MAKTUB",Starting With You ❍,R&B/Soul,257.103,USA
GongGongGoo009,Walk,Hip-Hop/Rap,224.107,USA
NCT WISH,Surf,K-Pop,184.0,USA
JEON SOMI,CLOSER,Electronica,158.918,USA
"KEY, EUNHO",Infatuation,K-Pop,199.0,USA
"Way Ched, TRADE L, Leellamarz",FLIRT (Feat. Leellamarz),Hip-Hop/Rap,181.733,USA
Choi Yu Ree,"잘 지내자, 우리",Rock,256.027,USA
"MXZI, Dj Samir, DJ Javi26",MONTAGEM XONADA,Electronic,75.683,USA
BOYNEXTDOOR,Count To Love,K-Pop,158.04,USA
"Vince, G-DRAGON",CHA CHA CHA,R&B/Soul,175.024,USA
LE SSERAFIM,FEARLESS (2023 Ver.),K-Pop,168.867,USA
DAY6,바래 Wish,K-Pop,244.655,USA
DAY6,Love me or Leave me,K-Pop,222.765,USA
OFFICIAL HIGE DANDISM,Laughter,J-Pop,351.427,USA
"Epik High, OHHYUK",HOME IS FAR AWAY,Hip-Hop/Rap,291.002,USA
DAY6,I Loved You,K-Pop,234.535,USA
DAY6,Zombie,K-Pop,209.259,USA
DAY6 (Even of Day),뚫고 지나가요 Right Through Me,K-Pop,217.972,USA
DAY6,Shoot Me,K-Pop,175.837,USA
sunwoojunga,Run with Me,Singer/Songwriter,270.124,USA
DAY6,그게 너의 사랑인지 몰랐어 didn't know,K-Pop,239.041,USA
One Direction,History,Pop,187.421,USA
DAY6,아직 거기 살아 Still There,K-Pop,199.445,USA
DAY6,그녀가 웃었다 She Smiled,K-Pop,202.993,USA
John Mayer,Rosie,Rock,242.747,USA
Objective.,Everything,,,
DAY6,마라톤 Marathon,K-Pop,220.285,USA
DAY6 (Even of Day),MAPLELATTE,Soundtrack,233.16,USA
DAY6,괴물 Monster,K-Pop,216.491,USA
Young K,Love will find a way,Soundtrack,223.8,USA
"DOWOON, Song Heejin",문득 Out of the Blue,K-Pop,196.662,USA
FunkyMo,Maybe Next Time,R&B/Soul,256.604,USA
DAY6,Healer,K-Pop,227.185,USA
DAY6 (Even of Day),파도가 끝나는 곳까지 Where the sea sleeps,K-Pop,257.753,USA
DAY6 (Even of Day),우린 WE,K-Pop,230.746,USA
DAY6,망겜 Shxtty Game,K-Pop,189.408,USA
Epik High,Love Love Love,K-Pop,231.093,USA
Stray Kids,CEREMONY,K-Pop,164.027,USA
Doja Cat,Jealous Type,Pop,163.647,USA
Daniel Caesar,Call On Me,Alternative,169.295,USA
Stray Kids,삐처리 BLEEP,K-Pop,167.027,USA
CORTIS,What You Want,K-Pop,194.093,USA
Stray Kids,CREED,K-Pop,161.027,USA
Stray Kids,엉망 (MESS),K-Pop,209.013,USA
Stray Kids,반전 (Half Time),K-Pop,170.013,USA
Stray Kids,In My Head,K-Pop,176.013,USA
"Nakama, Mc Staff",MENTE MÁ,Electronic,75.302,USA
고추잠자리,OPENING,Pop,207.0,USA
IVE,XOXZ,K-Pop,154.0,USA
Zion.T,LOVE ME,Hip-Hop/Rap,117.012,USA
"Crush, SUMIN",UP ALL NITE (Feat. SUMIN),R&B/Soul,186.0,USA
Crush,2-5-1,R&B/Soul,154.042,USA
Sabrina Carpenter,Tears,Pop,160.184,USA
Lim Young Woong,Eternal Moment,K-Pop,208.0,USA
Lim Young Woong,ULSSIGU,K-Pop,201.0,USA
Lim Young Woong,Unread Message,K-Pop,235.0,USA
"Crush, Loco",FREQUENCY (Feat. Loco),Música Mexicana,196.267,USA
Sabrina Carpenter,My Man on Willpower,Pop,197.817,USA
Lim Young Woong,I’m HERO,K-Pop,164.0,USA
Lim Young Woong,Left in the Rain,K-Pop,254.0,USA
Lim Young Woong,Melody for You,K-Pop,236.0,USA
Lim Young Woong,Wonderful Life,K-Pop,175.0,USA
Lim Young Woong,"I’m sorry, But…",K-Pop,219.0,USA
Lim Young Woong,Wild flower,K-Pop,255.0,USA
Lim Young Woong,A Song For Us,K-Pop,219.0,USA
Jimin,Set Me Free Pt.2,Hip-Hop/Rap,107.253,USA
Lim Young Woong,Don’t look back at me,K-Pop,212.0,USA
Yoko Takahashi,残酷な天使のテーゼ,Anime,247.747,USA
DELISPICE,고백,K-Pop,323.532,USA
NCT WISH,COLOR,K-Pop,180.0,USA
NCT WISH,Baby Blue,K-Pop,151.0,USA
NCT WISH,Cheat Code,K-Pop,181.0,USA
Juho,without me,Alternative,228.816,USA
NCT WISH,Reel-ationship,K-Pop,189.0,USA
NCT WISH,Videohood,K-Pop,181.0,USA
NCT WISH,WICHU,K-Pop,208.0,USA
데이먼스 이어 Damons year,Auburn - HEADACHE. Version,Indie Rock,185.0,USA
Silica Gel,NO PAIN,Rock,219.415,USA
aespa,Rich Man,K-Pop,197.578,USA
aespa,Drift,K-Pop,177.874,USA
aespa,Bubble,K-Pop,150.26,USA
DAY6,INSIDE OUT,K-Pop,180.88,USA
aespa,Count On Me,K-Pop,213.333,USA
aespa,Angel #48,Drama,4671.417,USA
DAY6,꿈의 버스 Dream Bus,K-Pop,161.027,USA
aespa,To The Girls,K-Pop,240.44,USA
DAY6,"해야 뜨지 말아 줘 Sun, Stay Asleep",K-Pop,193.093,USA
DAY6,Disco Day,K-Pop,186.093,USA
DAY6,My Way,K-Pop,192.84,USA
Justin Bieber,SPEED DEMON,Pop,211.96,USA
Justin Bieber,LOVE SONG,Pop,191.573,USA
DAY6,별들 앞에서 Before the Stars,K-Pop,223.547,USA
DAY6,Take All My Heart,K-Pop,203.547,USA
Justin Bieber,BETTER MAN,Pop,169.0,USA
DAY6,날아라! 드림라이더 Dream Rider,K-Pop,184.267,USA
DAY6,드디어 끝나갑니다 So It’s the End,K-Pop,182.76,USA
CORTIS,GO!,K-Pop,170.88,USA
HAECHAN,CRZY,K-Pop,206.481,USA
CORTIS,FaSHioN,K-Pop,174.653,USA
DECO*27,モニタリング (Best Friend Remix),J-Pop,178.383,USA
CORTIS,JoyRide,K-Pop,157.733,USA
Novelbright,Walking with you,Rock,223.187,USA
IU,"Bye, Summer",K-Pop,219.0,USA
"VALORANT, templuv, 347aidan",Last Shot,Pop,184.518,USA
ILLIT,Toki Yo Tomare,J-Pop,188.12,USA
Lady Gaga,The Dead Dance,Pop,228.519,USA
Love Is,Chains,K-Pop,197.0,USA
Leessang,Ballerino,K-Pop,267.389,USA
ZEROBASEONE,ICONIK,K-Pop,193.0,USA
"BIG Naughty, LEE MU JIN",Bye Bye (Feat. LEE MU JIN),K-Pop,268.0,USA
Kenshi Yonezu,IRIS OUT,J-Pop,151.573,USA
PLAVE,숨바꼭질 (Hide and Seek),Korean Rock,204.133,USA
DAYOUNG,body,K-Pop,168.0,USA
Kenshi Yonezu,KICK BACK,J-Pop,193.495,USA
"Leellamarz, TOIL, Paloalto",GONE,Hip-Hop,224.527,USA
"Mark Vank, Samu",4AM IN IBIZA,Electronic,220.004,USA
CHAEYOUNG,SHOOT (Firecracker),K-Pop,168.531,USA
Aimyon,愛を伝えたいだとか,J-Pop,235.241,USA
Joosiq,Think About You,R&B/Soul,212.609,USA
d4vd,Romantic Homicide,Alternative,132.631,USA
"Earth, Wind & Fire",September,R&B/Soul,214.867,USA
야다,이미 슬픈 사랑,K-Pop,243.908,USA
"Kenshi Yonezu, Hikaru Utada",JANE DOE,J-Pop,235.947,USA
AiNA THE END,革命道中 - On The Way,J-Pop,197.668,USA
BROWN EYED SOUL,Moments Like This,R&B/Soul,283.307,USA
WOODZ,I'll Never Love Again,K-Pop,225.0,USA
Hearts2Hearts,Pretty Please,K-Pop,204.322,USA
Doja Cat,Gorgeous,Pop,266.021,USA
Rokudenashi,ただ声一つ,J-Pop,161.561,USA
Heo Hoy Kyung,Kim Cheolsu Story,Korean Folk-Pop,248.434,USA
imase,NIGHT DANCER,J-Pop,210.948,USA
izna,Mamma Mia,Hip-Hop/Rap,159.525,USA
BOYNEXTDOOR,Ruin My Life,Soundtrack,185.0,USA
Mrs. GREEN APPLE,インフェルノ,Rock,212.547,USA
Taylor Swift,The Fate of Ophelia,Pop,226.074,USA
Taylor Swift,Opalite,Pop,235.356,USA
Taylor Swift,Elizabeth Taylor,Pop,208.292,USA
Taylor Swift,Father Figure,Pop,212.777,USA
Taylor Swift,Wood,Pop,150.518,USA
"Taylor Swift, Sabrina Carpenter",The Life of a Showgirl (feat. Sabrina Carpenter),Pop,241.767,USA
Taylor Swift,Eldest Daughter,Pop,246.356,USA
Taylor Swift,Actually Romantic,Pop,42.435,USA
Taylor Swift,Wi$h Li$t,Pop,207.349,USA
Taylor Swift,Ruin The Friendship,Pop,220.565,USA
Yerin Baek,MIRROR,Singer/Songwriter,261.763,USA
Taylor Swift,CANCELLED!,Pop,211.498,USA
Taylor Swift,Honey,Pop,42.053,USA
Lee Moon Sae,깊은 밤을 날아서,Folk,182.867,USA
kensuke ushio,in the pool,Soundtrack,245.44,USA
"JISOO, ZAYN",EYES CLOSED (with ZAYN),K-Pop,181.375,USA
BABYMONSTER,WE GO UP,Korean Hip-Hop,186.973,USA
HANRORO,"Even if you leave,",Rock,272.0,USA
Kenshi Yonezu,LADY,J-Pop,207.167,USA
Tatsuya Kitani,青のすみか,Alternative,196.467,USA
고추잠자리,걸어줄래,Pop,258.0,USA
Na Yoon Kwon,나였으면,K-Pop,262.562,USA
NMIXX,Blue Valentine,K-Pop,186.0,USA
NMIXX,SPINNIN′ ON IT,K-Pop,196.0,USA
NMIXX,Phoenix,K-Pop,164.0,USA
NMIXX,Reality Hurts,K-Pop,155.0,USA
MEOVV,BURNING UP,K-Pop,169.547,USA
NMIXX,RICO,K-Pop,152.0,USA
NMIXX,Game Face,K-Pop,163.0,USA
NMIXX,PODIUM,K-Pop,181.0,USA
NMIXX,Crush On You,K-Pop,159.0,USA
TWS,OVERDRIVE,K-Pop,160.0,USA
NMIXX,ADORE U,K-Pop,150.0,USA
AOA,Miniskirt,K-Pop,179.808,USA
Sung Si Kyung,거리에서,K-Pop,279.267,USA
Kenshi Yonezu,1991,J-Pop,227.392,USA
Joji,PIXELATED KISSES,Alternative,110.431,USA
Charlie Puth,Changes,Pop,184.133,USA
HWASA,Good Goodbye,K-Pop,223.0,USA
BOYNEXTDOOR,Hollywood Action,Pop,148.0,USA
Hearts2Hearts,FOCUS,K-Pop,177.052,USA
BOYNEXTDOOR,Live In Paris,Pop,117.0,USA
BOYNEXTDOOR,As Time Goes By,R&B/Soul,223.133,USA
BOYNEXTDOOR,JAM!,Hip-Hop,148.0,USA
BOYNEXTDOOR,Bathroom,Rock,140.0,USA
Oasis,Wonderwall - Remastered,Indie Rock,258.773,USA
Hearts2Hearts,Apple Pie,K-Pop,186.259,USA
Oasis,Acquiesce - Remastered,Indie Rock,267.987,USA
Oasis,Supersonic - Remastered,Indie Rock,283.787,USA
Oasis,Champagne Supernova - Remastered,Indie Rock,449.32,USA
Oasis,Live Forever,Indie Rock,276.867,USA
Hearts2Hearts,Flutter,K-Pop,185.244,USA
DAVICHI,TIME CAPSULE,K-Pop,252.0,USA
"LE SSERAFIM, j-hope",SPAGHETTI,K-Pop,172.04,USA
LE SSERAFIM,Pearlies (My oyster is the world),K-Pop,187.8,USA
"LE SSERAFIM, j-hope",SPAGHETTI (English ver.),K-Pop,172.04,USA
LE SSERAFIM,SPAGHETTI (Member ver.),K-Pop,137.36,USA
Daniel Caesar,Root of all Evil,R&B/Soul,265.0,USA
"Daniel Caesar, Sampha",Rain Down (Feat. Sampha),R&B/Soul,187.628,USA
Travis Scott,SICKO MODE,Hip-Hop/Rap,312.82,USA
Travis Scott,BUTTERFLY EFFECT,Hip-Hop/Rap,190.557,USA
Travis Scott,goosebumps,Hip-Hop/Rap,243.837,USA
Travis Scott,HIGHEST IN THE ROOM,Hip-Hop/Rap,175.721,USA
HANRORO,The last stop of our pain,Rock,252.0,USA
"BIG Naughty, 10CM",Just 1 year (Feat. 10CM),K-Pop,182.0,USA
Roy Kim,No Words Can Say,K-Pop,236.0,USA
&TEAM,Back to Life,Country,214.219,USA
Sondia,Grown Ups,Soundtrack,259.887,USA
&TEAM,MISMATCH,K-Pop,203.578,USA
"DEAN, Miso",Nocturne 07 (for aerse),R&B/Soul,152.473,USA
LUCY,Where's Your Love,Rock,194.0,USA
"Dynamicduo, DJ Premier",AEAO,Hip-Hop,316.944,USA
"cape, JXNDRO, Sayfalse",MONTAGEM RUGADA,Dance,92.385,USA
Mariah Carey,All I Want for Christmas Is You,Christmas: Pop,241.562,USA
JUNHEE,I'M GONE,R&B/Soul,199.842,USA
"SYSTEM SEOUL, ycs",너,Hip-Hop/Rap,193.567,USA
TWICE,What is Love?,K-Pop,208.227,USA
"DJ Snake, Stray Kids",In The Dark (with Stray Kids),Dance,179.31,USA
Joji,Past Won't Leave My Bed,Alternative,166.107,USA
YEONJUN,Talk to You,K-Pop,150.2,USA
natori,プロポーズ,J-Pop,178.381,USA
PLAVE,BBUU!,R&B/Soul,172.0,USA
PLAVE,Bongsoong-a,R&B/Soul,163.0,USA
Lee Juck,Don't worry,Soundtrack,231.696,USA
"YEONJUN, Daniela Avanzini",Let Me Tell You (feat. Daniela of KATSEYE),K-Pop,154.053,USA
Sia,Snowman,Holiday,165.9,USA
SG Wannabe,Timeless,K-Pop,237.871,USA
Charli xcx,Chains of Love,Pop,170.106,USA
HANRORO,Goldfish,Rock,212.0,USA
"YECHAN, AISH",WHY? (feat. AISH),Korean Indie,146.571,USA
ALLDAY PROJECT,ONE MORE TIME,K-Pop,195.26,USA
Ariana Grande,Santa Tell Me,Holiday,204.093,USA
aespa,GOOD STUFF - KARINA Solo,K-Pop,175.018,USA
Tyla,CHANEL,Pop,188.06,USA
NCT DREAM,Beat It Up,K-Pop,200.0,USA
HANRORO,How To Go On,Rock,217.0,USA
10CM,Stalker,Folk,252.801,USA
Na Yoon Kwon,기대,K-Pop,278.4,USA
JUSTHIS,LIT,Hip-Hop/Rap,277.293,USA
"JUSTHIS, BUMKEY",Who Am I To Say (feat. Bumkey),,,
JUSTHIS,Curse,,,
JUSTHIS,Don’t Cross,,,
JUSTHIS,Gimmie,,,
JUSTHIS,LOST,Soundtrack,129.643,USA
JUSTHIS,Childhood,Electronic,249.137,USA
JUSTHIS,Interrude,,,
"JUSTHIS, Illinit",Can’t Quit THIS Shit (feat. ILLINIT),,,
"JUSTHIS, Insooni",VIVID (feat. Insooni),,,
"JUSTHIS, DEAN",Friend (feat. DEAN),,,
"JUSTHIS, Ra.D",Round and Round (feat. Ra. D),Hip-Hop/Rap,283.842,USA
JUSTHIS,Wrap It Up,Hip-Hop/Rap,277.293,USA
JUSTHIS,Dusty Mauve Intermission,Hip-Hop/Rap,491.283,USA
JUSTHIS,THISISJUSTHIS Pt. III,K-Pop,251.093,USA
JUSTHIS,THISpatch,,,
JUSTHIS,HOME HOME,Hip-Hop/Rap,189.876,USA
JUSTHIS,Mine,Hip-Hop,233.347,USA
"JUSTHIS, DUT2, Street Baby, GongGongGoo009","Lost Love (feat. DUT2 , Street Baby, GongGongGoo009)",,,
Stray Kids,Do It,K-Pop,159.0,USA
Stray Kids,신선놀음 DIVINE,K-Pop,187.0,USA
Stray Kids,Holiday,K-Pop,187.0,USA
Woody,Say I Love You,K-Pop,215.48,USA
Wham!,Last Christmas,Holiday,262.96,USA
ILLIT,NOT CUTE ANYMORE,K-Pop,131.998,USA
RIIZE,Fame,K-Pop,176.848,USA
ILLIT,NOT ME,K-Pop,154.313,USA
HANRORO,Don't be afraid to fall,Rock,211.0,USA
Ai Tomioka,Good bye-bye,J-Pop,201.137,USA
2BIC,Love Game,K-Pop,226.861,USA
RIIZE,Sticky Like,K-Pop,197.383,USA
Kelly Clarkson,Underneath the Tree,Holiday,229.638,USA
RIIZE,Something’s in the Water,K-Pop,146.687,USA
"Loco, HWASA",Don’t,K-Pop,231.654,USA
BOL4,Eternal love,K-Pop,225.107,USA
Jung Seung Hwan,If It Is You,Soundtrack,272.847,USA
NOWZ,HomeRUN,K-Pop,167.0,USA
"KC, Sik-K, HAON, NOWIMYOUNG, HIRA",KOCAINE CASTLE,Hip-Hop/Rap,207.486,USA
"KC, Sik-K, HAON, JMIN, NOWIMYOUNG",KANDY CRUSH,Hip-Hop/Rap,152.527,USA
"KC, Sik-K",KUNICHI'S CALL,Hip-Hop/Rap,84.683,USA
"KC, HAON, JMIN, NOWIMYOUNG",KURT COBAIN,,,
george,I'll change,K-Pop,252.857,USA
natori,Overdose,J-Pop,197.094,USA
"KC, Sik-K, HAON, NOWIMYOUNG",KARMA COLLECTOR,Hip-Hop/Rap,152.527,USA
KRYSTAL,Solitary,R&B/Soul,138.0,USA
"KC, Sik-K, HAON, JMIN, NOWIMYOUNG",KAY COOL,Hip-Hop/Rap,152.527,USA
"KC, NOWIMYOUNG",KOLOK COLOK,Hip-Hop/Rap,91.296,USA
"Disney, Shakira",Zoo,Soundtrack,190.823,USA
"noahjooda, Basick","Love over hip hop, money over love (feat. Basick)",Hip-Hop/Rap,234.375,USA
TAEYEON,Panorama,K-Pop,180.0,USA
Michael Bublé,It's Beginning to Look a Lot like Christmas,Holiday,207.2,USA
fromis_9,White Memories,Dance,181.0,USA
데이먼스 이어 Damons year,Mondegreen,Rock,193.498,USA
Vaundy,Kaiju no Hanauta,Rock,224.805,USA
Justin Bieber,Mistletoe,Holiday,182.947,USA
back number,ヒロイン,J-Pop,270.04,USA
Brenda Lee,Rockin' Around The Christmas Tree,Holiday,126.267,USA
"LEE MU JIN, Heize",When it snows(Feat.Heize),K-Pop,232.027,USA
Bobby Helms,Jingle Bell Rock,Holiday,130.973,USA
Alessia Cara,Make It To Christmas,Holiday,210.983,USA
Broski Musiq,Honesty,Pop,114.644,USA
Jonas Brothers,Like It's Christmas,Holiday,200.873,USA
ALLDAY PROJECT,LOOK AT ME,K-Pop,159.687,USA
ALLDAY PROJECT,YOU AND I,K-Pop,189.996,USA
"ALLDAY PROJECT, ANNIE, WOOCHAN",WHERE YOU AT,K-Pop,162.07,USA
"ALLDAY PROJECT, TARZZAN, BAILEY",HOT,K-Pop,191.584,USA
Silica Gel,BIG VOID,Rock,221.327,USA
"ksmartboi, GGM Kimbo",HARARI FLOW (feat. GGM Kimbo),,,
"ksmartboi, Kid Milli",Silicon Valley (feat. Kid Milli),,,
"ksmartboi, YUMDDA",Infinity Stairs (feat. Yumdda),,,
Dean Martin,Let It Snow! Let It Snow! Let It Snow!,Christmas: Classic,117.711,USA
Sung Si Kyung,Every moment of you,Soundtrack,243.436,USA
Nat King Cole,The Christmas Song (Merry Christmas To You),Holiday,192.151,USA
DAY6,Lovin' the Christmas,K-Pop,181.786,USA
AILEE,I Will Go To You Like the First Snow,Soundtrack,229.678,USA
Andy Williams,It's the Most Wonderful Time of the Year,Christmas: Classic,152.57,USA
"ZICO, Lilas",DUET,K-Pop,146.0,USA
Hara,One Taste,K-Pop,164.3,USA
Michael Bublé,Holly Jolly Christmas,Holiday,121.527,USA
"Wang OK, 李天责",Before spring ends（在春天消失之前）,Jazz,178.143,USA
EXO,Growl,K-Pop,207.113,USA
Britney Spears,My Only Wish (This Year),Christmas: Pop,255.4,USA
Ariana Grande,Last Christmas,Holiday,204.683,USA
"Gwen Stefani, Blake Shelton",You Make It Feel Like Christmas (feat. Blake Shelton),Holiday,157.804,USA
"Kelly Clarkson, Ariana Grande","Santa, Can’t You Hear Me",Holiday,242.645,USA
Ava Max,Christmas Without You,Holiday,169.245,USA
Laufey,Winter Wonderland,Jazz,132.8,USA
Brown Eyed Girls,Must Have Love,K-Pop,259.88,USA
Darlene Love,Christmas (Baby Please Come Home),Christmas: Classic,170.144,USA
Sabrina Carpenter,A Nonsense Christmas,Pop,153.1,USA
The Ronettes,Sleigh Ride,Christmas: Classic,186.241,USA
"Straight No Chaser, Kristen Bell",Text Me Merry Christmas (feat. Kristen Bell),Holiday,160.836,USA
José Feliciano,Feliz Navidad,Holiday,181.795,USA
Lukas Graham,HERE (For Christmas),Holiday,240.689,USA
Taylor Swift,Lover,Pop,221.3,USA
"IU, Chundung",Merry Christmas ahead (feat.Chundung),,,
Chuck Berry,Run Rudolph Run,Rock,165.733,USA
Sia,Santa's Coming for Us,Holiday,206.539,USA
Liam Payne,All I Want (For Christmas),Pop,181.144,USA
John Williams,"Carol of the Bells (From ""Home Alone"" Soundtrack)",Soundtrack,85.267,USA
Bebe Rexha,Count on Christmas,Holiday,179.931,USA
Sia,Candy Cane Lane,Holiday,212.387,USA
The Vamps,Jingle Bell Rock,Pop,135.207,USA
John Legend,Bring Me Love,Holiday,199.253,USA
back number,クリスマスソング,J-Pop,340.72,USA
"Sung Si Kyung, Park Hyo Shin, Lee Seok Hoon, Seo In Guk, VIXX",Because It's Christmas,K-Pop,225.307,USA
TWICE,Merry & Happy,Urbano latino,181.109,USA
YANGHONGWON,EVE,Hip-Hop/Rap,204.992,USA
YANGHONGWON,SONAGY,,,
BABYMONSTER,Really Like You,R&B/Soul,197.657,USA
Djo,End of Beginning,Alternative,159.246,USA
WJSN,As You Wish,K-Pop,195.668,USA
Gaho,시작,TV Soundtrack,202.44,USA
Panic! At The Disco,High Hopes,Alternative,190.947,USA
aespa,Live My Life,K-Pop,159.133,USA
Olivia Dean,So Easy (To Fall In Love),Pop,169.0,USA
